IP,Protocol,Attack Type,DateTime,Interactions,Port,Severity,Response Time,Packet Size,Origin Country,Detected By
192.0.2.6,SSH,Brute Force,2025-02-12 10:46:52,236,22,High,13,416,Russia,Firewall
172.16.5.3,DNS,DNS Spoofing,2025-02-12 10:46:52,28,53,Medium,119,500,China,IDS
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,166,443,Critical,632,1241,India,Firewall
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,153,67,Critical,1080,1497,China,IPS
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,39,67,High,237,703,Brazil,Antivirus
192.168.100.10,UDP,DDoS,2025-02-12 10:46:52,148,123,Critical,1181,1254,UK,IPS
192.168.100.10,TCP,Port Scanning,2025-02-12 10:46:52,86,80,Medium,112,612,Japan,IDS
172.16.5.3,ICMP,DDoS,2025-02-12 10:46:52,106,0,Critical,951,1316,Russia,IPS
192.168.1.1,ICMP,DDoS,2025-02-12 10:46:52,370,0,Critical,920,1385,France,IPS
192.168.1.1,TCP,Port Scanning,2025-02-12 10:46:52,32,25,Medium,29,498,China,IDS
198.51.100.5,ICMP,Ping Flood,2025-02-12 10:46:52,128,0,Medium,450,1373,France,IPS
172.20.30.40,SSH,Unauthorized Access,2025-02-12 10:46:52,70,22,High,132,436,USA,Firewall
192.0.2.6,SSH,Brute Force,2025-02-12 10:46:52,294,22,High,70,445,Germany,Firewall
192.168.1.1,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,66,80,Medium,83,591,Germany,SIEM
10.0.0.2,ICMP,DDoS,2025-02-12 10:46:52,407,0,Critical,1074,1462,India,IPS
10.0.0.2,DNS,DNS Amplification,2025-02-12 10:46:52,284,53,High,1135,1152,UK,IPS
172.20.30.40,ICMP,Ping Flood,2025-02-12 10:46:52,111,0,Medium,793,1365,Germany,IPS
192.0.2.6,ICMP,Ping Flood,2025-02-12 10:46:52,105,0,Medium,679,1233,Russia,IPS
8.8.8.8,DNS,DNS Spoofing,2025-02-12 10:46:52,74,53,Medium,180,560,Japan,IDS
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,92,80,High,238,680,Canada,SIEM
198.51.100.5,SSH,Unauthorized Access,2025-02-12 10:46:52,98,22,High,56,476,UK,Firewall
10.0.0.2,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,31,80,Medium,67,516,Germany,SIEM
8.8.8.8,FTP,Malware,2025-02-12 10:46:52,35,21,High,280,1144,Germany,Antivirus
192.0.2.6,TCP,DDoS,2025-02-12 10:46:52,261,21,Critical,1664,1328,France,IPS
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,189,123,Critical,1758,1274,Canada,IPS
192.168.1.1,DNS,DNS Spoofing,2025-02-12 10:46:52,39,53,Medium,170,463,France,IDS
192.168.1.1,TCP,Port Scanning,2025-02-12 10:46:52,65,21,Medium,33,503,Canada,IDS
192.168.100.10,DNS,DNS Amplification,2025-02-12 10:46:52,384,53,High,865,1308,China,IPS
10.10.10.10,SSH,Unauthorized Access,2025-02-12 10:46:52,166,22,High,162,393,Germany,Firewall
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,63,22,High,226,495,Canada,Firewall
10.0.0.2,SSH,Unauthorized Access,2025-02-12 10:46:52,69,22,High,196,361,Russia,Firewall
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,24,53,Medium,35,439,Germany,IDS
8.8.8.8,ICMP,DDoS,2025-02-12 10:46:52,495,0,Critical,1130,1303,USA,IPS
192.0.2.6,UDP,Malware,2025-02-12 10:46:52,39,68,High,141,571,Germany,Antivirus
10.10.10.10,SSH,Unauthorized Access,2025-02-12 10:46:52,42,22,High,170,529,UK,Firewall
10.0.0.2,ICMP,Ping Flood,2025-02-12 10:46:52,94,0,Medium,714,1064,Germany,IPS
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,80,22,High,74,258,UK,Firewall
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,111,53,High,1034,1084,Brazil,IPS
192.168.1.1,ICMP,DDoS,2025-02-12 10:46:52,414,0,Critical,1460,1346,Russia,IPS
192.168.100.10,SSH,Brute Force,2025-02-12 10:46:52,296,22,High,62,355,France,Firewall
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,82,80,Medium,152,380,Japan,SIEM
172.20.30.40,SSH,Brute Force,2025-02-12 10:46:52,97,22,High,38,389,Russia,Firewall
10.10.10.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,25,80,Medium,185,581,UK,SIEM
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,74,53,Medium,124,326,Brazil,IDS
8.8.8.8,FTP,Malware,2025-02-12 10:46:52,138,21,High,215,1005,Canada,Antivirus
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,481,123,Critical,1596,1491,China,IPS
8.8.8.8,DNS,DNS Spoofing,2025-02-12 10:46:52,47,53,Medium,137,547,Canada,IDS
172.16.5.3,FTP,Malware,2025-02-12 10:46:52,72,21,High,335,1088,USA,Antivirus
192.0.2.6,HTTP,SQL Injection,2025-02-12 10:46:52,73,80,High,161,628,Brazil,SIEM
192.0.2.6,SSH,Brute Force,2025-02-12 10:46:52,166,22,High,36,439,France,Firewall
10.10.10.10,TCP,DDoS,2025-02-12 10:46:52,201,443,Critical,736,1486,France,IPS
172.20.30.40,ICMP,Ping Flood,2025-02-12 10:46:52,192,0,Medium,516,1077,France,IPS
198.51.100.5,FTP,Brute Force,2025-02-12 10:46:52,84,21,High,67,344,India,Firewall
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,38,443,Critical,166,479,France,SIEM
10.0.0.2,SSH,Brute Force,2025-02-12 10:46:52,209,22,High,13,472,Canada,Firewall
198.51.100.5,DNS,DNS Amplification,2025-02-12 10:46:52,203,53,High,832,1376,Japan,IPS
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,153,123,High,257,1196,India,Antivirus
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,122,22,High,60,602,USA,Firewall
172.20.30.40,FTP,Malware,2025-02-12 10:46:52,161,21,High,285,898,UK,Antivirus
10.0.0.2,TCP,DDoS,2025-02-12 10:46:52,266,21,Critical,1539,1303,Russia,IPS
192.168.1.1,TCP,DDoS,2025-02-12 10:46:52,113,25,Critical,1283,1460,Canada,IPS
10.10.10.10,SSH,Unauthorized Access,2025-02-12 10:46:52,175,22,High,91,548,Japan,Firewall
10.10.10.10,DNS,DNS Spoofing,2025-02-12 10:46:52,18,53,Medium,48,236,USA,IDS
198.51.100.5,HTTPS,Zero-Day,2025-02-12 10:46:52,16,443,Critical,540,1030,Russia,SIEM
172.16.5.3,DNS,DNS Amplification,2025-02-12 10:46:52,361,53,High,709,1072,Brazil,IPS
198.51.100.5,FTP,Brute Force,2025-02-12 10:46:52,100,21,High,42,434,Germany,Firewall
192.168.100.10,UDP,Malware,2025-02-12 10:46:52,55,67,High,225,1080,France,Antivirus
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,31,67,High,244,1029,UK,Antivirus
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,78,53,Medium,105,497,USA,IDS
198.51.100.5,SSH,Brute Force,2025-02-12 10:46:52,170,22,High,38,208,China,Firewall
10.10.10.10,HTTP,SQL Injection,2025-02-12 10:46:52,128,80,High,86,925,Russia,SIEM
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,110,53,Critical,1842,1481,Russia,IPS
192.168.1.1,TCP,Port Scanning,2025-02-12 10:46:52,20,22,Medium,141,695,Brazil,IDS
172.20.30.40,ICMP,DDoS,2025-02-12 10:46:52,273,0,Critical,926,1322,Brazil,IPS
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,55,53,High,285,988,Japan,Antivirus
192.0.2.6,SSH,Unauthorized Access,2025-02-12 10:46:52,91,22,High,71,279,Russia,Firewall
192.0.2.6,UDP,Malware,2025-02-12 10:46:52,132,67,High,132,1166,UK,Antivirus
192.0.2.6,ICMP,Ping Flood,2025-02-12 10:46:52,202,0,Medium,688,1079,China,IPS
172.16.5.3,FTP,Malware,2025-02-12 10:46:52,52,21,High,134,891,France,Antivirus
172.20.30.40,SSH,Brute Force,2025-02-12 10:46:52,192,22,High,52,495,Germany,Firewall
192.168.100.10,SSH,Brute Force,2025-02-12 10:46:52,298,22,High,72,221,USA,Firewall
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,86,80,High,199,977,Brazil,SIEM
192.0.2.6,SSH,Brute Force,2025-02-12 10:46:52,235,22,High,41,215,China,Firewall
192.168.1.1,SSH,Brute Force,2025-02-12 10:46:52,152,22,High,16,388,France,Firewall
198.51.100.5,TCP,Port Scanning,2025-02-12 10:46:52,17,80,Medium,42,315,India,IDS
192.168.1.1,ICMP,Ping Flood,2025-02-12 10:46:52,181,0,Medium,127,1347,China,IPS
192.168.100.10,DNS,DNS Amplification,2025-02-12 10:46:52,331,53,High,1312,1268,China,IPS
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,36,443,Critical,600,486,UK,SIEM
203.0.113.4,UDP,Malware,2025-02-12 10:46:52,136,53,High,153,932,USA,Antivirus
8.8.8.8,ICMP,DDoS,2025-02-12 10:46:52,297,0,Critical,622,1421,China,IPS
172.16.5.3,ICMP,DDoS,2025-02-12 10:46:52,269,0,Critical,1859,1398,UK,IPS
172.20.30.40,UDP,DDoS,2025-02-12 10:46:52,369,67,Critical,1698,1258,Brazil,IPS
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,156,22,High,63,411,France,Firewall
10.10.10.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,56,80,Medium,118,308,USA,SIEM
198.51.100.5,FTP,Brute Force,2025-02-12 10:46:52,231,21,High,14,468,China,Firewall
10.0.0.2,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,112,80,Medium,91,462,USA,SIEM
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,476,123,Critical,1056,1256,UK,IPS
198.51.100.5,ICMP,Ping Flood,2025-02-12 10:46:52,113,0,Medium,482,1352,USA,IPS
8.8.8.8,SSH,Brute Force,2025-02-12 10:46:52,265,22,High,44,385,USA,Firewall
203.0.113.4,FTP,Malware,2025-02-12 10:46:52,145,21,High,310,539,China,Antivirus
172.20.30.40,HTTPS,Zero-Day,2025-02-12 10:46:52,33,443,Critical,689,859,Japan,SIEM
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,227,53,High,885,1489,France,IPS
172.16.5.3,ICMP,DDoS,2025-02-12 10:46:52,314,0,Critical,1073,1494,USA,IPS
10.0.0.2,TCP,DDoS,2025-02-12 10:46:52,108,25,Critical,668,1259,UK,IPS
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,227,0,Critical,1471,1383,India,IPS
198.51.100.5,ICMP,Ping Flood,2025-02-12 10:46:52,113,0,Medium,598,1111,Brazil,IPS
198.51.100.5,TCP,Port Scanning,2025-02-12 10:46:52,27,21,Medium,113,326,Brazil,IDS
192.168.1.1,TCP,DDoS,2025-02-12 10:46:52,422,22,Critical,1028,1324,Canada,IPS
172.20.30.40,SSH,Brute Force,2025-02-12 10:46:52,196,22,High,85,434,India,Firewall
192.168.100.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,167,443,Critical,989,990,Brazil,Firewall
8.8.8.8,SSH,Brute Force,2025-02-12 10:46:52,95,22,High,31,376,France,Firewall
198.51.100.5,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,40,80,Medium,186,589,USA,SIEM
198.51.100.5,DNS,DNS Amplification,2025-02-12 10:46:52,117,53,High,592,1103,UK,IPS
192.0.2.6,TCP,Port Scanning,2025-02-12 10:46:52,86,25,Medium,48,450,Russia,IDS
192.0.2.6,UDP,Malware,2025-02-12 10:46:52,88,68,High,221,733,China,Antivirus
8.8.8.8,SSH,Brute Force,2025-02-12 10:46:52,288,22,High,13,249,Canada,Firewall
192.168.1.1,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,68,80,Medium,28,350,Russia,SIEM
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,82,53,Medium,75,340,France,IDS
10.0.0.2,ICMP,DDoS,2025-02-12 10:46:52,294,0,Critical,1175,1443,Germany,IPS
10.10.10.10,ICMP,DDoS,2025-02-12 10:46:52,360,0,Critical,1421,1412,Japan,IPS
192.0.2.6,DNS,DNS Amplification,2025-02-12 10:46:52,363,53,High,636,1225,China,IPS
192.168.100.10,HTTPS,Zero-Day,2025-02-12 10:46:52,26,443,Critical,796,779,Brazil,SIEM
10.10.10.10,ICMP,DDoS,2025-02-12 10:46:52,368,0,Critical,627,1445,Canada,IPS
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,139,22,High,197,313,Germany,Firewall
192.168.1.1,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,89,443,Critical,200,1137,Japan,Firewall
192.168.1.1,UDP,Malware,2025-02-12 10:46:52,37,53,High,51,519,Japan,Antivirus
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,193,0,Medium,669,1403,Russia,IPS
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,107,22,High,192,612,Canada,Firewall
192.168.1.1,UDP,Malware,2025-02-12 10:46:52,164,53,High,338,1037,France,Antivirus
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,456,0,Critical,1689,1329,India,IPS
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,28,22,High,239,253,USA,Firewall
192.168.100.10,ICMP,DDoS,2025-02-12 10:46:52,176,0,Critical,1518,1370,Germany,IPS
192.0.2.6,HTTP,SQL Injection,2025-02-12 10:46:52,28,80,High,86,595,China,SIEM
10.10.10.10,SSH,Brute Force,2025-02-12 10:46:52,109,22,High,77,321,France,Firewall
192.0.2.6,DNS,DNS Spoofing,2025-02-12 10:46:52,68,53,Medium,176,251,Russia,IDS
10.0.0.2,TCP,DDoS,2025-02-12 10:46:52,302,443,Critical,1136,1403,Germany,IPS
192.0.2.6,FTP,Brute Force,2025-02-12 10:46:52,109,21,High,78,313,Germany,Firewall
192.0.2.6,DNS,DNS Spoofing,2025-02-12 10:46:52,28,53,Medium,34,585,India,IDS
172.16.5.3,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,74,80,Medium,66,337,Canada,SIEM
10.0.0.2,FTP,Brute Force,2025-02-12 10:46:52,176,21,High,70,315,UK,Firewall
8.8.8.8,FTP,Malware,2025-02-12 10:46:52,121,21,High,232,1151,Brazil,Antivirus
172.20.30.40,TCP,Brute Force,2025-02-12 10:46:52,267,443,High,28,346,India,Firewall
10.0.0.2,HTTP,SQL Injection,2025-02-12 10:46:52,123,80,High,138,616,Russia,SIEM
192.168.100.10,DNS,DNS Amplification,2025-02-12 10:46:52,335,53,High,1199,1151,Russia,IPS
172.20.30.40,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,103,443,Critical,642,761,India,Firewall
192.168.1.1,TCP,Brute Force,2025-02-12 10:46:52,169,443,High,16,287,Brazil,Firewall
10.10.10.10,UDP,DDoS,2025-02-12 10:46:52,405,53,Critical,1909,1307,USA,IPS
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,173,123,Critical,1219,1229,France,IPS
8.8.8.8,UDP,DDoS,2025-02-12 10:46:52,458,68,Critical,1079,1470,USA,IPS
10.0.0.2,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,209,443,Critical,552,850,Brazil,Firewall
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,477,67,Critical,1977,1453,USA,IPS
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,86,67,High,311,1145,India,Antivirus
8.8.8.8,SSH,Unauthorized Access,2025-02-12 10:46:52,77,22,High,171,655,Russia,Firewall
8.8.8.8,TCP,DDoS,2025-02-12 10:46:52,142,443,Critical,1239,1260,USA,IPS
192.168.100.10,TCP,DDoS,2025-02-12 10:46:52,130,25,Critical,1571,1324,Russia,IPS
192.168.100.10,ICMP,DDoS,2025-02-12 10:46:52,367,0,Critical,956,1472,India,IPS
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,268,53,Critical,935,1267,Russia,IPS
10.10.10.10,TCP,Port Scanning,2025-02-12 10:46:52,94,22,Medium,99,634,Russia,IDS
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,133,68,High,318,876,Germany,Antivirus
10.0.0.2,SSH,Unauthorized Access,2025-02-12 10:46:52,92,22,High,61,457,Germany,Firewall
172.16.5.3,SSH,Brute Force,2025-02-12 10:46:52,158,22,High,56,229,USA,Firewall
172.16.5.3,TCP,Port Scanning,2025-02-12 10:46:52,85,22,Medium,45,244,France,IDS
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,118,21,High,102,1167,USA,Antivirus
10.0.0.2,FTP,Brute Force,2025-02-12 10:46:52,155,21,High,35,262,UK,Firewall
10.0.0.2,DNS,DNS Amplification,2025-02-12 10:46:52,247,53,High,1339,1270,Germany,IPS
198.51.100.5,TCP,Brute Force,2025-02-12 10:46:52,72,21,High,70,212,UK,Firewall
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,126,0,Medium,566,1163,Russia,IPS
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,21,443,Critical,404,709,France,SIEM
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,109,443,Critical,617,942,Russia,Firewall
192.168.100.10,HTTP,SQL Injection,2025-02-12 10:46:52,103,80,High,123,703,Brazil,SIEM
203.0.113.4,UDP,Malware,2025-02-12 10:46:52,44,53,High,225,1199,India,Antivirus
10.0.0.2,ICMP,Ping Flood,2025-02-12 10:46:52,199,0,Medium,234,1455,China,IPS
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,42,123,High,119,1013,Brazil,Antivirus
10.0.0.2,SSH,Brute Force,2025-02-12 10:46:52,194,22,High,24,392,UK,Firewall
192.168.1.1,FTP,Malware,2025-02-12 10:46:52,100,21,High,395,832,France,Antivirus
198.51.100.5,DNS,DNS Amplification,2025-02-12 10:46:52,323,53,High,446,1378,Germany,IPS
172.20.30.40,UDP,Malware,2025-02-12 10:46:52,89,68,High,293,1055,India,Antivirus
192.168.100.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,217,443,Critical,434,1064,Japan,Firewall
10.0.0.2,DNS,DNS Spoofing,2025-02-12 10:46:52,43,53,Medium,40,338,China,IDS
192.168.1.1,HTTP,SQL Injection,2025-02-12 10:46:52,70,80,High,86,413,Japan,SIEM
192.168.1.1,TCP,DDoS,2025-02-12 10:46:52,239,443,Critical,531,1397,USA,IPS
172.16.5.3,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,135,443,Critical,278,931,Germany,Firewall
10.10.10.10,DNS,DNS Spoofing,2025-02-12 10:46:52,69,53,Medium,168,441,France,IDS
8.8.8.8,FTP,Malware,2025-02-12 10:46:52,84,21,High,200,607,Japan,Antivirus
172.20.30.40,TCP,DDoS,2025-02-12 10:46:52,172,21,Critical,1197,1303,France,IPS
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,85,53,High,261,600,UK,Antivirus
203.0.113.4,UDP,Malware,2025-02-12 10:46:52,37,123,High,186,708,Germany,Antivirus
10.0.0.2,TCP,Brute Force,2025-02-12 10:46:52,80,443,High,27,368,India,Firewall
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,91,53,Medium,45,597,China,IDS
192.168.100.10,HTTPS,Zero-Day,2025-02-12 10:46:52,42,443,Critical,186,975,China,SIEM
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,186,0,Medium,658,1310,Russia,IPS
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,5,443,Critical,442,883,Germany,SIEM
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,130,123,High,307,693,UK,Antivirus
172.20.30.40,TCP,Brute Force,2025-02-12 10:46:52,293,80,High,56,251,China,Firewall
198.51.100.5,TCP,Port Scanning,2025-02-12 10:46:52,96,80,Medium,45,223,Germany,IDS
192.168.1.1,HTTPS,Zero-Day,2025-02-12 10:46:52,35,443,Critical,724,1154,India,SIEM
10.10.10.10,DNS,DNS Amplification,2025-02-12 10:46:52,296,53,High,1459,1230,India,IPS
192.168.1.1,DNS,DNS Spoofing,2025-02-12 10:46:52,45,53,Medium,112,580,Russia,IDS
192.168.100.10,FTP,Brute Force,2025-02-12 10:46:52,114,21,High,85,261,China,Firewall
203.0.113.4,FTP,Malware,2025-02-12 10:46:52,56,21,High,62,618,Russia,Antivirus
172.20.30.40,FTP,Brute Force,2025-02-12 10:46:52,92,21,High,23,416,Germany,Firewall
192.168.100.10,SSH,Unauthorized Access,2025-02-12 10:46:52,105,22,High,238,325,Canada,Firewall
192.168.100.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,219,443,Critical,886,779,China,Firewall
172.20.30.40,UDP,Malware,2025-02-12 10:46:52,52,68,High,97,946,USA,Antivirus
172.16.5.3,ICMP,DDoS,2025-02-12 10:46:52,177,0,Critical,1108,1200,China,IPS
192.168.1.1,TCP,DDoS,2025-02-12 10:46:52,387,25,Critical,524,1275,UK,IPS
203.0.113.4,SSH,Brute Force,2025-02-12 10:46:52,236,22,High,82,451,Russia,Firewall
192.168.1.1,HTTPS,Zero-Day,2025-02-12 10:46:52,19,443,Critical,291,885,Canada,SIEM
192.168.1.1,TCP,Port Scanning,2025-02-12 10:46:52,87,21,Medium,138,641,China,IDS
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,51,53,Medium,115,264,France,IDS
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,438,0,Critical,867,1260,Japan,IPS
172.20.30.40,TCP,Brute Force,2025-02-12 10:46:52,127,21,High,91,353,Brazil,Firewall
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,185,0,Critical,1391,1251,China,IPS
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,96,80,High,188,952,Canada,SIEM
192.168.1.1,DNS,DNS Spoofing,2025-02-12 10:46:52,82,53,Medium,36,412,Japan,IDS
10.0.0.2,ICMP,Ping Flood,2025-02-12 10:46:52,225,0,Medium,201,1189,Japan,IPS
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,143,21,High,89,576,France,Antivirus
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,337,53,High,1431,1495,UK,IPS
172.20.30.40,HTTP,SQL Injection,2025-02-12 10:46:52,99,80,High,213,904,USA,SIEM
192.168.1.1,ICMP,DDoS,2025-02-12 10:46:52,449,0,Critical,1403,1443,France,IPS
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,186,123,High,151,1086,Japan,Antivirus
198.51.100.5,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,73,80,Medium,115,205,Japan,SIEM
172.20.30.40,SSH,Unauthorized Access,2025-02-12 10:46:52,101,22,High,186,653,France,Firewall
8.8.8.8,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,198,443,Critical,683,690,Germany,Firewall
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,50,443,Critical,479,799,UK,SIEM
10.10.10.10,TCP,DDoS,2025-02-12 10:46:52,239,22,Critical,1622,1220,Canada,IPS
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,71,443,Critical,970,1258,Russia,Firewall
203.0.113.4,SSH,Unauthorized Access,2025-02-12 10:46:52,38,22,High,209,577,USA,Firewall
203.0.113.4,HTTPS,Zero-Day,2025-02-12 10:46:52,23,443,Critical,264,700,Japan,SIEM
192.168.1.1,UDP,Malware,2025-02-12 10:46:52,91,68,High,393,1144,India,Antivirus
8.8.8.8,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,47,80,Medium,190,594,Russia,SIEM
10.10.10.10,DNS,DNS Spoofing,2025-02-12 10:46:52,88,53,Medium,86,482,Germany,IDS
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,9,443,Critical,354,959,China,SIEM
172.20.30.40,UDP,DDoS,2025-02-12 10:46:52,408,68,Critical,641,1315,USA,IPS
8.8.8.8,DNS,DNS Spoofing,2025-02-12 10:46:52,69,53,Medium,67,323,UK,IDS
172.16.5.3,HTTPS,Zero-Day,2025-02-12 10:46:52,43,443,Critical,419,1092,China,SIEM
10.0.0.2,FTP,Malware,2025-02-12 10:46:52,196,21,High,109,1102,India,Antivirus
203.0.113.4,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,83,80,Medium,55,280,UK,SIEM
192.168.100.10,SSH,Brute Force,2025-02-12 10:46:52,85,22,High,62,296,USA,Firewall
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,401,53,High,1439,1394,France,IPS
10.0.0.2,UDP,DDoS,2025-02-12 10:46:52,145,53,Critical,1046,1469,China,IPS
192.168.1.1,ICMP,Ping Flood,2025-02-12 10:46:52,277,0,Medium,533,1361,Canada,IPS
192.168.1.1,SSH,Unauthorized Access,2025-02-12 10:46:52,51,22,High,153,429,USA,Firewall
10.0.0.2,HTTPS,Zero-Day,2025-02-12 10:46:52,34,443,Critical,260,891,Germany,SIEM
192.0.2.6,ICMP,DDoS,2025-02-12 10:46:52,216,0,Critical,1119,1410,Brazil,IPS
192.168.1.1,FTP,Malware,2025-02-12 10:46:52,78,21,High,92,656,USA,Antivirus
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,90,80,Medium,73,446,Japan,SIEM
192.0.2.6,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,60,443,Critical,465,1317,Canada,Firewall
192.168.100.10,TCP,Brute Force,2025-02-12 10:46:52,100,21,High,45,253,Japan,Firewall
10.0.0.2,FTP,Brute Force,2025-02-12 10:46:52,74,21,High,99,500,India,Firewall
192.0.2.6,ICMP,DDoS,2025-02-12 10:46:52,145,0,Critical,1498,1250,France,IPS
192.168.1.1,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,217,443,Critical,284,1488,France,Firewall
8.8.8.8,ICMP,DDoS,2025-02-12 10:46:52,270,0,Critical,1927,1273,Russia,IPS
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,40,443,Critical,763,879,China,SIEM
10.10.10.10,HTTPS,Zero-Day,2025-02-12 10:46:52,49,443,Critical,202,1131,Russia,SIEM
8.8.8.8,FTP,Malware,2025-02-12 10:46:52,52,21,High,316,516,UK,Antivirus
172.16.5.3,SSH,Brute Force,2025-02-12 10:46:52,256,22,High,82,433,UK,Firewall
192.0.2.6,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,27,80,Medium,144,538,Russia,SIEM
192.0.2.6,ICMP,DDoS,2025-02-12 10:46:52,303,0,Critical,768,1234,India,IPS
8.8.8.8,ICMP,DDoS,2025-02-12 10:46:52,288,0,Critical,1752,1201,Japan,IPS
172.20.30.40,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,18,80,Medium,55,217,Germany,SIEM
8.8.8.8,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,43,80,Medium,130,552,France,SIEM
192.0.2.6,ICMP,DDoS,2025-02-12 10:46:52,334,0,Critical,807,1446,UK,IPS
172.20.30.40,DNS,DNS Spoofing,2025-02-12 10:46:52,39,53,Medium,192,364,USA,IDS
192.168.1.1,ICMP,DDoS,2025-02-12 10:46:52,267,0,Critical,561,1251,Germany,IPS
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,180,443,Critical,648,1329,Canada,Firewall
172.16.5.3,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,48,80,Medium,179,592,Canada,SIEM
203.0.113.4,HTTPS,Zero-Day,2025-02-12 10:46:52,33,443,Critical,266,415,USA,SIEM
